customer_id,region,city,monthly_usage_kwh,peak_usage_kwh,contract_type,tenure_months,avg_outage_hours,service_tickets,last_bill_amount,payment_delay_days,churn
C01091,West,Gurgaon,625,757,Variable,41,3.42,2,5385,8,1
C01092,South,Delhi,593,1171,Fixed,3,5.87,3,2489,2,0
C01093,South,Delhi,428,583,Fixed,16,2.43,5,1755,14,1
C01094,West,Mumbai,224,785,Fixed,17,5.46,2,4807,4,0
C01095,South,Delhi,205,1290,Fixed,12,3.3,1,3892,15,0
C01096,West,Pune,786,1087,Variable,6,2.54,7,2742,16,0
C01097,North,Gurgaon,612,656,Variable,21,1.28,7,5819,9,0
C01098,North,Chennai,807,577,Fixed,16,4.93,5,3977,4,1
C01099,North,Delhi,222,306,Variable,14,5.58,1,3658,12,0
C01100,North,Kolkata,817,911,Variable,28,3.54,5,3170,4,1
C01101,East,Bangalore,702,1134,Fixed,23,0.65,1,3297,17,0
C01102,East,Mumbai,400,1057,Variable,23,4.24,5,5072,9,0
C01103,North,Patna,454,594,Fixed,8,4.73,0,5935,19,0
C01104,South,Gurgaon,658,831,Variable,43,2.96,3,2024,15,0
C01105,North,Patna,541,1072,Fixed,24,4.54,1,2829,1,0
C01106,South,Kolkata,870,1020,Variable,25,6.43,4,4810,1,0
C01107,East,Mumbai,257,509,Fixed,34,1.37,6,5214,9,0
C01108,West,Hyderabad,804,978,Fixed,23,2.63,7,2896,8,0
C01109,East,Mumbai,743,889,Variable,39,0.57,7,3300,8,1
C01110,West,Bangalore,678,682,Variable,5,5.88,1,1711,15,0
C01111,South,Chennai,872,1047,Variable,36,5.68,7,1726,2,0
C01112,North,Delhi,753,1242,Fixed,38,3.89,4,6293,11,1
C01113,West,Kolkata,320,977,Variable,37,5.91,5,1992,10,0
C01114,West,Pune,780,581,Fixed,34,6.5,5,2603,4,0
C01115,North,Chennai,690,825,Variable,46,0.67,3,3448,16,0
C01116,South,Gurgaon,455,1281,Fixed,41,3.32,7,6024,0,0
C01117,North,Noida,554,744,Fixed,37,1.81,6,2573,1,0
C01118,North,Gurgaon,682,593,Variable,22,4.09,1,3767,14,0
C01119,East,Patna,440,598,Variable,29,3.32,1,5348,8,0
C01120,South,Gurgaon,437,661,Variable,41,2.83,1,4989,11,1
C01121,West,Bangalore,654,1044,Variable,27,4.14,2,4445,3,0
C01122,North,Pune,801,560,Fixed,6,5.46,2,5146,12,1
C01123,East,Chennai,564,902,Fixed,18,6.43,5,3930,7,0
C01124,West,Noida,667,1253,Fixed,12,5.53,1,3064,3,0
C01125,North,Hyderabad,286,1282,Fixed,6,2.29,2,2459,17,0
C01126,North,Chennai,881,634,Fixed,24,2.1,3,2225,16,0
C01127,South,Pune,515,541,Variable,36,1.8,5,2414,12,1
C01128,North,Pune,640,1146,Fixed,30,4.21,5,5152,5,1
C01129,West,Kolkata,381,342,Variable,2,5.74,1,2924,12,1
C01130,West,Chennai,356,1023,Fixed,26,3.96,3,2975,3,0
C01131,East,Bangalore,460,1221,Variable,37,4.85,6,5990,3,0
C01132,North,Mumbai,581,1162,Fixed,24,6.37,7,5163,14,0
C01133,West,Patna,287,476,Variable,27,1.09,7,5333,3,1
C01134,South,Hyderabad,303,336,Variable,3,6.84,7,2042,1,1
C01135,West,Delhi,729,1207,Variable,26,5.84,0,4820,7,0
C01136,North,Delhi,262,1250,Variable,13,1.74,6,2728,10,1
C01137,North,Hyderabad,336,1034,Fixed,23,0.69,1,3737,14,0
C01138,South,Chennai,704,870,Fixed,12,6.97,4,4926,14,0
C01139,North,Patna,679,834,Variable,34,2.35,7,1985,19,0
C01140,North,Gurgaon,599,877,Variable,22,1.27,0,3409,8,0
C01141,South,Chennai,665,1175,Fixed,34,1.24,0,5243,9,1
C01142,West,Chennai,525,928,Fixed,39,2.96,3,3236,19,0
C01143,North,Noida,847,710,Fixed,25,0.64,3,5708,5,0
C01144,East,Patna,309,1276,Variable,35,2.07,7,5415,9,0
C01145,North,Kolkata,355,956,Fixed,9,5.3,6,5419,14,0
C01146,North,Gurgaon,398,1036,Fixed,9,1.73,3,6124,9,1
C01147,South,Hyderabad,864,508,Variable,39,6.1,3,2411,16,0
C01148,South,Hyderabad,556,1137,Fixed,33,2.34,5,3123,1,1
C01149,South,Noida,565,438,Variable,14,5.37,5,4243,7,0
C01150,South,Bangalore,724,1271,Variable,36,6.78,5,4624,3,0
C01151,North,Pune,725,833,Fixed,31,6.43,6,5911,15,1
C01152,East,Kolkata,549,528,Fixed,40,0.59,7,2184,16,1
C01153,West,Delhi,613,719,Fixed,10,0.76,0,2095,5,0
C01154,East,Pune,530,1052,Fixed,46,4.15,0,5038,5,0
C01155,East,Patna,880,360,Fixed,21,1.51,3,3187,4,0
C01156,South,Hyderabad,483,1026,Variable,17,6.21,4,2041,11,0
C01157,North,Hyderabad,230,780,Fixed,16,2.69,2,2967,19,0
C01158,North,Gurgaon,810,741,Fixed,38,5.45,5,1775,4,0
C01159,North,Pune,352,780,Fixed,25,1.9,0,3334,11,0
C01160,West,Bangalore,650,829,Variable,30,6.88,0,3080,15,1
C01161,East,Chennai,593,377,Variable,44,0.44,3,5598,16,0
C01162,West,Noida,775,703,Fixed,17,0.65,5,4231,14,0
C01163,West,Patna,462,1153,Fixed,11,2.73,1,3147,12,1
C01164,East,Chennai,564,1059,Fixed,5,0.56,1,5697,0,0
C01165,West,Pune,571,1046,Fixed,21,0.76,4,4113,13,0
C01166,South,Mumbai,302,880,Variable,25,5.4,3,4185,8,0
C01167,East,Mumbai,831,900,Variable,24,3.66,1,2916,3,0
C01168,East,Delhi,514,643,Variable,46,2.71,1,4244,9,0
C01169,East,Kolkata,745,1197,Variable,37,4.64,5,3248,11,1
C01170,East,Patna,466,1203,Variable,30,5.66,6,1832,17,1
C01171,North,Chennai,598,854,Variable,44,0.53,6,4252,14,0
C01172,West,Chennai,442,374,Fixed,22,5.42,4,5041,17,1
C01173,West,Kolkata,800,1069,Fixed,11,4.7,5,6098,13,0
C01174,West,Chennai,478,1090,Variable,43,4.19,7,4449,7,0
C01175,East,Patna,842,606,Variable,3,0.47,2,5755,2,1
C01176,West,Pune,443,1267,Fixed,6,7,3,5800,9,0
C01177,West,Gurgaon,491,949,Fixed,46,2.59,1,3049,18,0
C01178,East,Mumbai,872,520,Fixed,9,4.22,4,5777,15,0
C01179,West,Patna,862,1063,Variable,23,3.14,7,5991,0,0
C01180,East,Chennai,349,1112,Variable,35,0.88,5,4628,16,1
C01181,East,Delhi,512,1191,Variable,37,0.15,3,2261,7,1
C01182,East,Hyderabad,882,533,Fixed,46,2.72,0,1586,14,1
C01183,East,Kolkata,273,1114,Variable,33,5.62,0,6010,13,1
C01184,South,Noida,883,1215,Fixed,44,4.98,2,2047,3,0
C01185,West,Hyderabad,675,550,Variable,4,0.24,7,1842,2,0
C01186,West,Pune,582,403,Fixed,31,3.63,3,3784,18,1
C01187,South,Hyderabad,309,753,Variable,43,4.1,2,4934,15,0
C01188,West,Delhi,897,390,Fixed,45,1.67,4,2288,11,0
C01189,North,Noida,534,564,Variable,34,3.77,2,2831,12,0
C01190,South,Noida,374,869,Variable,36,6.23,6,4442,8,0
C01191,North,Mumbai,432,344,Variable,34,4.99,1,2486,15,1
C01192,South,Delhi,680,385,Fixed,37,6.95,4,5769,16,1
C01193,South,Bangalore,255,445,Variable,41,1.54,5,5208,11,1
C01194,South,Hyderabad,556,945,Variable,10,2.13,0,3244,10,0
C01195,West,Hyderabad,693,1274,Variable,2,0.41,3,5281,0,1
C01196,West,Noida,829,652,Variable,21,0.21,1,6437,11,1
C01197,North,Kolkata,631,593,Fixed,7,1.63,2,5551,15,1
C01198,North,Chennai,709,967,Variable,12,0.61,0,6202,6,0
C01199,South,Chennai,208,1290,Variable,36,4.84,7,2597,14,0
C01200,South,Pune,681,361,Variable,37,2.68,1,4863,15,0
C01201,North,Mumbai,822,1128,Fixed,2,0.43,4,4391,7,0
C01202,North,Delhi,212,488,Fixed,44,6.32,2,3138,0,0
C01203,South,Mumbai,416,742,Variable,6,0.21,4,5581,3,0
C01204,South,Bangalore,880,484,Fixed,20,2.22,1,5547,18,1
C01205,South,Pune,236,1266,Variable,38,6.89,6,2952,2,0
C01206,South,Kolkata,311,504,Variable,28,5.96,3,4073,11,1
C01207,North,Patna,334,887,Fixed,39,4.47,4,5275,8,0
C01208,East,Bangalore,631,455,Fixed,3,0.55,3,4021,17,0
C01209,North,Patna,481,928,Variable,26,3.99,6,4018,8,0
C01210,North,Hyderabad,438,509,Fixed,2,4.04,2,6192,8,1
C01211,East,Kolkata,634,1022,Variable,2,6.69,6,2486,15,0
C01212,East,Mumbai,461,507,Fixed,14,2.75,7,2234,9,1
C01213,West,Delhi,367,1072,Variable,13,4.98,1,2299,0,1
C01214,West,Noida,625,828,Variable,12,2.41,4,6411,7,0
C01215,North,Gurgaon,772,1191,Variable,20,1.13,0,2492,7,0
C01216,North,Bangalore,833,659,Variable,20,5.22,6,6478,5,1
C01217,East,Gurgaon,391,884,Fixed,1,5.54,7,2055,16,1
C01218,East,Pune,371,439,Variable,44,4.08,0,1918,7,1
C01219,West,Chennai,633,1237,Variable,17,2,1,3109,13,0
C01220,West,Bangalore,297,342,Variable,34,1.35,6,5999,10,1
C01221,East,Bangalore,258,1258,Fixed,42,3.19,6,6426,11,1
C01222,North,Hyderabad,789,1080,Variable,20,5.21,5,4857,8,0
C01223,South,Gurgaon,380,425,Fixed,26,3.45,7,3976,14,0
C01224,East,Mumbai,757,1104,Variable,4,2.78,2,2065,8,0
C01225,South,Kolkata,207,834,Variable,3,6.68,5,6407,18,1
C01226,South,Mumbai,407,1190,Fixed,7,4.59,2,5621,18,0
C01227,North,Chennai,603,1281,Fixed,10,2.15,5,5955,11,0
C01228,North,Noida,449,424,Variable,1,5.56,0,5233,0,1
C01229,South,Chennai,708,983,Fixed,16,0.73,2,4254,0,0
C01230,West,Delhi,507,936,Fixed,40,5.64,3,5789,12,0
C01231,North,Noida,891,618,Fixed,7,6.58,1,5182,9,0
C01232,West,Chennai,874,939,Variable,31,4.38,6,5449,14,1
C01233,East,Delhi,866,629,Fixed,20,2.48,1,3362,19,0
C01234,East,Gurgaon,381,676,Fixed,19,4.97,4,4910,15,0
C01235,South,Chennai,570,423,Variable,39,4.28,4,2795,8,0
C01236,South,Noida,417,1144,Variable,2,6.69,7,1588,10,1
C01237,East,Kolkata,639,1277,Variable,22,4.21,1,6229,2,0
C01238,East,Mumbai,210,515,Fixed,31,0.82,5,5014,1,1
C01239,South,Hyderabad,358,992,Variable,41,4.63,7,3862,1,0
C01240,East,Kolkata,484,355,Variable,35,3.14,7,1978,8,0
C01241,North,Chennai,573,443,Fixed,18,3.82,3,6493,17,0
C01242,North,Hyderabad,717,687,Variable,41,0.33,2,3110,11,0
C01243,West,Hyderabad,781,651,Fixed,1,6.26,7,5187,4,0
C01244,West,Kolkata,749,358,Variable,22,0.48,6,5491,1,0
C01245,South,Bangalore,697,553,Variable,30,3.7,0,3664,1,0
C01246,North,Noida,658,603,Variable,1,5.21,2,4126,13,1
C01247,South,Chennai,520,489,Fixed,30,1.97,3,2108,16,1
C01248,West,Mumbai,311,439,Variable,36,5.25,6,5941,1,1
C01249,North,Delhi,603,716,Variable,1,3.44,2,6177,2,0
C01250,North,Hyderabad,226,918,Variable,39,4.07,2,2626,10,1
C01251,West,Mumbai,853,763,Fixed,15,3.39,6,3330,6,0
C01252,South,Pune,818,1221,Variable,36,3.83,7,5883,5,0
C01253,West,Kolkata,273,443,Variable,23,4.5,2,3763,1,0
C01254,West,Hyderabad,516,1133,Variable,21,2.23,0,4900,16,1
C01255,East,Chennai,852,905,Variable,30,1.94,5,5439,17,0
C01256,South,Mumbai,227,828,Variable,15,4.27,4,2420,0,0
C01257,South,Noida,405,329,Fixed,40,1.07,5,5531,19,0
C01258,East,Noida,638,612,Fixed,21,1.59,1,6239,13,0
C01259,North,Gurgaon,575,656,Fixed,24,0.41,3,4135,8,0
C01260,West,Delhi,779,905,Variable,36,6.61,2,5926,0,0
C01261,West,Delhi,206,748,Fixed,13,4.89,4,2925,4,0
C01262,South,Bangalore,406,873,Variable,44,6.88,2,5306,11,0
C01263,South,Hyderabad,537,1059,Variable,42,6.56,1,3515,3,0
C01264,South,Mumbai,785,595,Fixed,30,3.17,5,5309,16,0
C01265,North,Patna,655,1154,Variable,3,1.36,6,2882,13,1
C01266,North,Patna,214,558,Variable,7,4.12,0,3770,11,0
C01267,West,Pune,424,657,Variable,39,3.57,1,3014,19,0
C01268,East,Mumbai,505,988,Fixed,46,4.02,3,2100,12,1
C01269,South,Noida,331,554,Variable,31,3.82,6,3870,9,1
C01270,East,Chennai,428,1087,Variable,39,2.69,2,6304,11,0
C01271,West,Patna,805,1011,Fixed,5,2.21,1,2226,4,0
C01272,West,Chennai,577,1210,Variable,34,5.75,7,4292,7,0
C01273,East,Bangalore,727,782,Fixed,29,6.71,2,5422,8,0
C01274,South,Kolkata,432,1226,Fixed,25,6.43,2,6143,0,1
C01275,West,Pune,301,687,Variable,42,6.93,0,3705,16,0
C01276,West,Kolkata,793,886,Fixed,4,3.72,1,3198,4,0
C01277,South,Hyderabad,278,932,Fixed,18,2.79,0,5808,9,1
C01278,West,Gurgaon,587,536,Variable,46,1.35,3,2393,13,0
C01279,West,Delhi,680,834,Variable,6,1.95,5,1685,2,0
C01280,East,Patna,513,1115,Fixed,34,4.12,5,1794,1,0
C01281,North,Hyderabad,600,1046,Fixed,11,5.6,5,5523,13,0
C01282,West,Noida,429,1122,Fixed,1,6.05,1,2934,7,0
C01283,West,Patna,396,538,Variable,34,5.37,1,1619,5,0
C01284,East,Hyderabad,576,1283,Fixed,19,6.17,2,1740,8,1
C01285,North,Pune,891,1244,Variable,3,0.47,0,3848,12,0
C01286,North,Kolkata,679,427,Fixed,46,1.11,0,2652,3,0
C01287,East,Noida,224,373,Fixed,4,2.96,5,4620,11,0
C01288,West,Chennai,837,845,Variable,20,5.67,1,3321,17,0
C01289,South,Hyderabad,468,1181,Fixed,28,2.06,3,2999,4,1
C01290,East,Chennai,735,518,Variable,43,1.29,4,4472,8,0
C01291,East,Noida,597,436,Fixed,19,4.21,3,2496,10,1
C01292,North,Gurgaon,500,457,Variable,41,2.28,0,3210,2,0
C01293,East,Kolkata,895,648,Fixed,28,2.41,0,5912,0,0
C01294,South,Gurgaon,799,1293,Variable,5,0.58,7,3506,18,1
C01295,East,Bangalore,538,477,Variable,13,5.49,0,4743,4,0
C01296,East,Hyderabad,480,660,Variable,18,0.77,6,5820,15,0
C01297,North,Hyderabad,692,545,Variable,22,0.29,2,6022,12,0
C01298,South,Pune,788,482,Variable,31,5.53,6,1619,6,1
C01299,South,Noida,839,1240,Variable,39,3.35,6,5570,18,0
C01300,West,Gurgaon,814,1192,Variable,42,3.9,4,4765,10,0
C01301,North,Bangalore,566,446,Variable,11,5.28,1,2570,3,0
C01302,South,Bangalore,723,762,Variable,36,4.89,1,3486,15,1
C01303,South,Delhi,456,1070,Variable,42,3.84,1,4901,3,0
C01304,East,Gurgaon,263,950,Fixed,21,5.69,5,3569,6,0
C01305,West,Mumbai,727,517,Variable,22,0.27,2,5207,0,1
C01306,North,Patna,774,626,Variable,9,1.71,5,3904,8,0
C01307,South,Noida,824,456,Fixed,18,2.87,2,4334,8,1
C01308,West,Pune,707,353,Fixed,6,5.54,4,4418,19,1
C01309,North,Noida,801,776,Fixed,15,6.21,4,4418,2,1
C01310,East,Pune,617,700,Variable,37,4.8,5,2472,11,0
C01311,South,Hyderabad,561,1043,Variable,18,2.47,7,1709,0,0
C01312,West,Bangalore,546,385,Fixed,38,5.33,1,6354,4,0
C01313,North,Noida,307,386,Variable,24,0.07,1,2932,2,0
C01314,South,Noida,595,361,Variable,23,6.15,7,6467,13,0
C01315,North,Kolkata,549,804,Fixed,30,5.39,1,4026,7,0
C01316,East,Chennai,511,1022,Fixed,18,0.93,4,4723,18,0
C01317,East,Chennai,402,428,Fixed,20,3.34,0,4172,7,0
C01318,West,Pune,477,1268,Variable,8,4.35,0,4221,18,1
C01319,West,Pune,544,669,Variable,2,5.7,3,5517,9,0
C01320,South,Hyderabad,661,622,Variable,23,0.2,1,2587,6,0
C01321,West,Mumbai,745,999,Fixed,10,1.61,2,5551,15,0
C01322,South,Bangalore,436,309,Fixed,9,4,6,2953,9,1
C01323,North,Delhi,721,591,Variable,20,6.44,4,5720,10,0
C01324,South,Bangalore,629,1145,Variable,45,2.08,5,4359,6,0
C01325,East,Pune,875,662,Fixed,26,1.72,4,3471,4,1
C01326,East,Bangalore,554,742,Variable,22,2.61,4,2627,17,1
C01327,West,Delhi,493,904,Variable,27,3.03,2,1904,1,0
C01328,East,Chennai,415,728,Variable,12,6.13,1,6032,2,0
C01329,South,Gurgaon,306,1217,Variable,42,2.02,1,3728,1,0
C01330,North,Chennai,563,300,Fixed,15,0.57,6,5250,5,1
C01331,East,Patna,829,1023,Fixed,30,4.32,1,2502,0,0
C01332,East,Mumbai,307,756,Fixed,45,6.72,1,5730,1,1
C01333,South,Delhi,494,590,Variable,19,2.03,3,1844,17,1
C01334,South,Hyderabad,886,1254,Variable,31,3.38,3,2668,0,0
C01335,South,Kolkata,585,388,Variable,40,5.98,3,4942,14,0
C01336,South,Hyderabad,434,1119,Fixed,34,4.53,3,2777,9,0
C01337,North,Kolkata,549,630,Fixed,21,2.75,4,2803,11,0
C01338,South,Mumbai,770,800,Fixed,35,3.63,1,2584,1,0
C01339,West,Chennai,423,409,Fixed,35,5.85,7,4876,11,1
C01340,North,Patna,780,1208,Fixed,31,2.46,0,4750,0,0
C01341,North,Hyderabad,630,1073,Variable,22,1.29,1,4345,11,1
C01342,West,Bangalore,801,1296,Variable,37,2.13,4,2104,7,1
C01343,East,Gurgaon,319,981,Variable,6,0.93,3,4338,6,0
C01344,West,Gurgaon,821,1184,Fixed,8,1.8,0,1685,6,1
C01345,East,Bangalore,576,884,Fixed,1,4.38,1,4082,8,1
C01346,South,Patna,692,494,Variable,34,1.32,0,5801,14,0
C01347,East,Chennai,267,931,Variable,45,0.01,3,1847,3,0
C01348,West,Bangalore,322,542,Fixed,9,0.24,0,2756,14,0
C01349,North,Mumbai,367,1028,Fixed,5,2.44,4,1996,11,0
C01350,West,Mumbai,591,1045,Variable,42,5.46,0,3119,4,0
C01351,South,Pune,489,1174,Variable,22,0.19,5,2053,6,0
C01352,South,Hyderabad,634,966,Fixed,19,1.58,5,6031,15,0
C01353,South,Mumbai,835,894,Fixed,44,0.05,2,4816,19,0
C01354,West,Noida,228,337,Variable,34,0.78,7,3077,17,0
C01355,South,Patna,614,342,Variable,36,1.62,2,5347,0,0
C01356,East,Patna,629,1066,Fixed,24,5.2,1,2590,8,1
C01357,South,Hyderabad,773,507,Variable,32,6.18,3,3867,15,0
C01358,North,Bangalore,368,445,Variable,22,1.24,1,6228,8,0
C01359,South,Bangalore,654,660,Variable,43,3.35,1,1613,4,0
C01360,East,Hyderabad,688,443,Variable,46,1.42,0,2936,6,0
C01361,West,Gurgaon,669,541,Variable,17,5.63,0,4994,6,1
C01362,North,Pune,569,428,Fixed,25,6.32,7,1945,2,1
C01363,West,Hyderabad,608,917,Fixed,31,4.27,2,3303,1,1
C01364,East,Patna,249,1292,Fixed,13,5.99,4,3883,9,0
C01365,West,Pune,215,666,Fixed,5,3.41,4,4380,2,0
C01366,East,Bangalore,339,1187,Fixed,26,4,1,5707,6,1
C01367,East,Patna,502,1026,Variable,24,2.25,3,1854,10,0
C01368,East,Gurgaon,736,975,Variable,14,1.48,1,3617,10,1
C01369,South,Pune,794,698,Fixed,5,6.82,7,2291,6,0
C01370,East,Gurgaon,416,425,Variable,28,3.97,3,3118,13,0
C01371,South,Gurgaon,543,844,Variable,43,4.04,4,5634,1,0
C01372,South,Delhi,810,588,Variable,10,4.02,0,1807,8,0
C01373,West,Delhi,717,1017,Fixed,25,6.37,0,3441,6,1
C01374,West,Kolkata,534,614,Variable,45,0.95,0,5949,6,0
C01375,East,Kolkata,231,449,Fixed,40,3.57,7,3209,6,1
C01376,West,Patna,311,450,Fixed,8,3.62,0,5220,0,0
C01377,North,Pune,495,822,Fixed,40,3.8,6,6237,11,0
C01378,West,Bangalore,583,833,Variable,3,5.79,1,6008,14,0
C01379,East,Noida,698,675,Variable,23,0.82,7,3471,16,0
C01380,West,Hyderabad,638,1279,Fixed,20,3.33,0,3899,4,0
C01381,West,Mumbai,444,941,Variable,22,6.31,1,5954,19,0
C01382,East,Noida,793,1237,Fixed,21,0.88,7,5357,16,1
C01383,South,Patna,554,1039,Variable,17,5.51,0,3155,6,1
C01384,West,Bangalore,624,1276,Variable,16,2.85,0,4489,6,1
C01385,South,Delhi,584,756,Fixed,35,4.44,3,2814,12,0
C01386,West,Patna,814,303,Variable,3,3.2,3,1945,17,0
C01387,South,Hyderabad,867,418,Fixed,38,0.35,4,3944,6,1
C01388,West,Noida,804,1025,Fixed,13,0.09,6,2056,10,0
C01389,West,Chennai,333,571,Fixed,24,4.58,7,1581,15,0
C01390,South,Chennai,462,324,Variable,13,3.1,3,4422,2,1
C01391,East,Hyderabad,732,713,Variable,36,4.58,5,1731,5,0
C01392,West,Mumbai,722,1283,Variable,40,3.24,0,1670,8,0
C01393,North,Mumbai,239,748,Fixed,46,2.01,4,2101,2,1
C01394,West,Pune,577,1048,Variable,13,2.04,1,4364,10,0
C01395,North,Mumbai,733,1196,Fixed,36,6.3,2,6006,4,1
C01396,North,Mumbai,877,1251,Variable,43,1.6,1,4719,14,0
C01397,North,Chennai,467,491,Variable,28,0.3,2,3164,17,0
C01398,South,Hyderabad,894,333,Fixed,36,0.1,5,5440,4,0
C01399,West,Pune,481,947,Fixed,21,2.82,0,2728,15,1
C01400,East,Bangalore,780,455,Variable,43,5.67,7,2753,12,0
C01401,South,Mumbai,328,770,Variable,29,1.56,5,5424,9,0
C01402,South,Chennai,444,390,Variable,45,3.19,3,5135,17,1
C01403,East,Bangalore,557,1025,Variable,10,0.54,7,4301,8,0
C01404,West,Mumbai,209,784,Fixed,45,1.63,2,5888,19,1
C01405,East,Patna,327,1120,Variable,29,3.76,6,2444,6,0
C01406,East,Patna,409,865,Fixed,44,2.3,4,6126,12,1
C01407,South,Patna,509,351,Fixed,30,5.2,7,5027,16,0
C01408,North,Delhi,507,389,Variable,45,0.63,4,2157,2,0
C01409,West,Patna,623,519,Variable,23,2.1,2,6441,4,0
C01410,South,Patna,792,1077,Variable,29,6.66,6,1638,14,0
C01411,West,Delhi,435,869,Fixed,45,3.72,7,3894,0,0
C01412,South,Pune,480,482,Fixed,40,2.81,4,4810,14,1
C01413,East,Kolkata,878,988,Fixed,29,0.94,6,5463,12,0
C01414,West,Chennai,883,713,Fixed,36,3.78,0,4611,14,0
C01415,South,Gurgaon,217,646,Variable,7,0.17,6,1609,16,0
C01416,West,Patna,500,693,Variable,43,1.39,1,4936,0,0
C01417,North,Bangalore,637,988,Fixed,39,0.34,3,6142,1,0
C01418,North,Delhi,732,1225,Fixed,42,4.51,4,1617,8,0
C01419,West,Kolkata,209,1184,Variable,39,4.12,7,3834,1,0
C01420,West,Gurgaon,615,983,Fixed,44,2.73,2,4077,3,0
C01421,West,Chennai,335,1206,Variable,45,2,3,2710,0,0
C01422,West,Patna,290,722,Variable,37,5.26,0,4128,19,0
C01423,South,Noida,255,998,Fixed,1,3.94,5,2075,4,0
C01424,East,Pune,542,706,Fixed,1,3.04,5,5077,0,0
C01425,South,Mumbai,680,572,Fixed,16,1.11,6,5444,8,0
C01426,North,Chennai,730,1280,Fixed,5,5.78,0,3253,12,1
C01427,North,Delhi,539,401,Variable,31,1.22,2,6386,9,0
C01428,South,Kolkata,757,984,Variable,46,0.21,1,2551,0,1
C01429,North,Mumbai,850,711,Variable,32,3.12,6,4243,10,0
C01430,South,Chennai,807,566,Fixed,20,2.16,4,4542,10,0
C01431,North,Kolkata,334,665,Fixed,34,3.54,6,5403,8,1
C01432,East,Gurgaon,691,467,Variable,20,2.68,6,4616,2,0
C01433,West,Gurgaon,315,345,Variable,22,3.67,1,3013,5,0
C01434,North,Patna,561,728,Fixed,31,4.13,0,3358,18,0
C01435,South,Patna,563,1237,Variable,30,4.07,5,2781,15,0
C01436,West,Pune,557,905,Fixed,27,4.64,0,1832,1,0
C01437,South,Delhi,631,935,Fixed,33,4.85,2,5143,7,0
C01438,West,Chennai,471,433,Variable,17,6.68,0,1909,19,1
C01439,West,Pune,420,942,Variable,16,5.01,5,4256,3,1
C01440,West,Gurgaon,439,604,Variable,37,6.29,0,2247,14,0
C01441,East,Delhi,847,830,Fixed,16,5.18,1,4641,14,0
C01442,North,Pune,596,1296,Fixed,7,6.67,6,5685,16,0
C01443,South,Pune,387,402,Variable,31,1.3,0,5992,3,0
C01444,North,Gurgaon,888,907,Fixed,21,1.26,6,1944,6,0
C01445,East,Bangalore,475,860,Fixed,30,4.31,3,4672,19,1
C01446,South,Delhi,303,1123,Variable,41,5.51,2,4624,2,0
C01447,East,Noida,509,745,Fixed,22,3.91,3,2039,9,0
C01448,West,Patna,780,436,Variable,32,0.18,7,3257,15,0
C01449,South,Noida,709,770,Variable,4,3.92,6,5768,15,0
C01450,North,Delhi,890,1234,Variable,4,1.54,2,2343,11,0
C01451,West,Chennai,754,319,Fixed,5,5.94,2,5961,4,0
C01452,South,Mumbai,517,1062,Variable,46,5.97,4,3650,6,1
C01453,West,Delhi,509,387,Fixed,21,1.67,4,6083,1,0
C01454,West,Gurgaon,892,945,Fixed,3,2.03,6,2432,1,1
C01455,East,Delhi,842,1002,Variable,12,0.94,7,3606,15,0
C01456,South,Hyderabad,813,584,Variable,13,4.51,0,4972,16,0
C01457,East,Bangalore,340,675,Variable,38,2.53,7,3678,9,0
C01458,South,Mumbai,308,1101,Variable,9,5.13,5,3931,18,0
C01459,East,Chennai,488,1005,Fixed,23,2.67,7,4634,4,1
C01460,North,Kolkata,817,358,Fixed,44,3.97,2,1828,17,1
C01461,South,Pune,552,367,Fixed,41,6.81,3,1830,4,1
C01462,North,Mumbai,221,1245,Fixed,13,5.44,5,2091,13,0
C01463,South,Hyderabad,867,640,Variable,27,6.38,7,5179,5,0
C01464,South,Patna,546,1018,Variable,27,1.8,3,2960,17,1
C01465,North,Mumbai,318,434,Fixed,18,4.21,5,6207,12,0
C01466,East,Chennai,498,1239,Variable,40,4.2,0,6130,4,0
C01467,North,Gurgaon,685,1057,Fixed,4,2.16,5,3140,19,0
C01468,North,Bangalore,662,1175,Variable,6,4.97,3,4818,3,1
C01469,South,Hyderabad,676,1128,Fixed,24,6.38,3,5621,2,0
C01470,East,Delhi,669,967,Fixed,46,3.04,7,2092,12,0
C01471,West,Kolkata,553,446,Fixed,40,1.65,5,3447,15,1
C01472,East,Kolkata,756,905,Variable,42,0.92,6,4717,13,1
C01473,North,Delhi,484,477,Variable,43,2.35,6,6109,6,1
C01474,West,Chennai,402,1197,Fixed,47,1.83,4,6322,6,0
C01475,North,Chennai,281,887,Variable,37,0.45,4,5307,2,1
C01476,West,Hyderabad,212,777,Fixed,11,5.85,3,2309,14,1
C01477,East,Noida,681,738,Variable,5,1.32,5,5769,9,0
C01478,North,Hyderabad,758,473,Variable,24,3.07,7,3528,0,0
C01479,South,Noida,442,1067,Fixed,17,3.05,2,1667,10,0
C01480,West,Mumbai,645,675,Fixed,14,5.8,3,5523,18,0
C01481,West,Hyderabad,651,311,Fixed,45,5.84,6,5557,6,0
C01482,West,Gurgaon,494,1224,Fixed,4,3.64,2,5940,10,1
C01483,West,Bangalore,231,1223,Fixed,27,5.2,0,5737,14,1
C01484,West,Pune,350,1251,Variable,35,4.06,6,3922,4,0
C01485,South,Delhi,856,834,Fixed,43,4.55,4,5278,1,0
