customer_id,region,city,risk_score,risk_bucket,risk_drivers,churn,risk_bucket_lr,risk_score_lr
C02082,West,Hyderabad,82.1688003793267,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,39.23342057847321
C02879,North,Kolkata,62.86415287467919,High Risk,Payment Delay,0,High Risk,39.22839821325084
C03448,West,Noida,72.76908939014201,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,39.22575655806182
C03466,West,Patna,78.16485056485057,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,39.22150504790505
C01724,South,Hyderabad,56.643169485274754,High Risk,High Usage,1,High Risk,39.218325528536056
C00639,North,Kolkata,73.84538071906493,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,39.19383734260576
C01281,North,Hyderabad,72.88982215298005,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,39.18694703726282
C01364,East,Patna,68.3275290327922,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,39.17623098135729
C04172,West,Gurgaon,70.63831651200071,High Risk,"Service Tickets, High Usage, Low Tenure",1,High Risk,39.16827077603919
C02920,West,Delhi,53.1547035757562,High Risk,"Payment Delay, High Usage",1,High Risk,39.13828803239329
C03528,South,Kolkata,70.28405397879082,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,39.135175968449644
C02720,South,Pune,70.89564150616782,High Risk,"Payment Delay, Service Tickets",1,High Risk,39.12148504293767
C01081,South,Kolkata,53.90187932293195,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,39.11519136429662
C03170,West,Hyderabad,54.59394582552477,High Risk,"Payment Delay, High Usage",0,High Risk,39.10886579662369
C00419,West,Pune,66.65306810569967,High Risk,"Service Tickets, High Usage, Low Tenure",0,High Risk,39.08549711516027
C03520,East,Gurgaon,61.36892080049975,High Risk,"Payment Delay, Low Tenure",0,High Risk,39.084391522349414
C03782,East,Chennai,70.66645291908449,High Risk,"Service Tickets, High Usage",0,High Risk,39.08425181271497
C02886,East,Noida,62.35515063936117,High Risk,"Outages, High Usage, Low Tenure",1,High Risk,39.08251266153371
C04873,East,Kolkata,67.49047393257919,High Risk,Service Tickets,0,High Risk,39.07689655670708
C00008,West,Kolkata,65.57420277420277,High Risk,"Payment Delay, Outages, Low Tenure",0,High Risk,39.07177669097669
C03329,North,Mumbai,52.06572286572287,High Risk,Payment Delay,0,High Risk,39.05952260832261
C04210,South,Bangalore,54.80277721330353,High Risk,"Payment Delay, Low Tenure",1,High Risk,39.037606678859305
C03544,East,Patna,67.04991909202435,High Risk,"Service Tickets, High Usage",0,High Risk,39.03567264708317
C04143,North,Chennai,69.07682268734901,High Risk,"Payment Delay, Service Tickets",1,High Risk,39.034230788683416
C00073,East,Gurgaon,63.432129874235144,High Risk,Outages,0,High Risk,39.03173139154192
C00252,West,Kolkata,70.68918994182151,High Risk,"Service Tickets, High Usage",1,High Risk,39.026449581912736
C02939,South,Chennai,57.99707527075948,High Risk,"Outages, High Usage, Low Tenure",0,High Risk,39.01458105774948
C03032,North,Chennai,58.26158790369317,High Risk,High Usage,0,High Risk,38.99939139440192
C01808,South,Bangalore,74.10287731340362,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.99590377595641
C03216,West,Mumbai,65.30422753580649,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,38.97826762702552
C01810,East,Gurgaon,55.593593593593596,High Risk,Payment Delay,0,High Risk,38.970642928642924
C03743,South,Delhi,64.37747521958048,High Risk,"Service Tickets, High Usage",0,High Risk,38.96688780509833
C02445,West,Pune,67.63408069723859,High Risk,"Service Tickets, High Usage",1,High Risk,38.957363539479324
C02066,East,Patna,68.27280513596303,High Risk,"Service Tickets, High Usage",0,High Risk,38.95684053075632
C01151,North,Pune,78.44059548270074,High Risk,"Service Tickets, Outages",1,High Risk,38.95534303175356
C03475,North,Kolkata,70.40541142646404,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,38.94258893329419
C01644,East,Pune,78.02684489000279,High Risk,Service Tickets,1,High Risk,38.93683052074631
C03478,West,Delhi,81.09685474948634,High Risk,"Service Tickets, Outages",0,High Risk,38.90577015963332
C00151,North,Bangalore,68.81499544657439,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.90474107189897
C01588,East,Hyderabad,69.77618821829348,High Risk,Service Tickets,0,High Risk,38.869182270992795
C04062,West,Bangalore,48.490862290862296,High Risk,"Payment Delay, High Usage, Low Tenure",1,High Risk,38.866050707850704
C02201,South,Mumbai,59.989541421120364,High Risk,Payment Delay,0,High Risk,38.86439352435142
C04608,West,Chennai,60.24560048770576,High Risk,"High Usage, Low Tenure",0,High Risk,38.86356931517984
C02415,West,Mumbai,59.08555773818931,High Risk,High Usage,1,High Risk,38.862669201532356
C01145,North,Kolkata,76.09553914817072,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,38.859094026357184
C04690,West,Chennai,72.73129520497942,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,38.847860108228524
C04853,East,Gurgaon,70.48285428285428,High Risk,"Payment Delay, Service Tickets, Outages, Low Tenure",0,High Risk,38.83971151151151
C00082,West,Patna,56.7852258273311,High Risk,High Usage,0,High Risk,38.82906303747356
C01579,West,Gurgaon,74.77706879812142,High Risk,"Payment Delay, Service Tickets, Outages",1,High Risk,38.82009658380184
C00993,East,Bangalore,69.1871420292473,High Risk,"Service Tickets, High Usage",0,High Risk,38.811693181903706
C00476,North,Kolkata,81.10520595783754,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,38.78609940316256
C04669,South,Gurgaon,77.41622524780419,High Risk,"Payment Delay, Service Tickets, Outages, Low Tenure",0,High Risk,38.785876836234735
C03606,East,Noida,73.87541978068293,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,38.78162786395418
C01221,East,Bangalore,71.37617166038218,High Risk,"Service Tickets, High Usage",1,High Risk,38.77233162335268
C04470,West,Bangalore,75.76971859077122,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,38.76359545410071
C01612,South,Chennai,67.51657973763237,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.75693648084174
C00998,East,Noida,56.67745790903685,High Risk,"Payment Delay, High Usage",0,High Risk,38.734158231916126
C03222,North,Patna,56.50717935981094,High Risk,High Usage,1,High Risk,38.70944217450533
C02360,South,Kolkata,60.1089947089947,High Risk,Payment Delay,1,High Risk,38.705696296296296
C02501,West,Chennai,64.50635899056951,High Risk,"Outages, High Usage",1,High Risk,38.69641333363438
C01169,East,Kolkata,70.01209329630382,High Risk,"Service Tickets, High Usage",1,High Risk,38.676175610196665
C02839,West,Hyderabad,63.883990757674965,High Risk,"Service Tickets, High Usage, Low Tenure",1,High Risk,38.66414622291464
C04835,North,Gurgaon,77.00960960960961,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,38.66272132132132
C04202,West,Bangalore,73.20694228062648,High Risk,"Service Tickets, High Usage",0,High Risk,38.65720920017762
C00697,East,Delhi,70.77288717288718,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.62872912912913
C01968,North,Delhi,64.0576350786877,High Risk,Payment Delay,1,High Risk,38.62238873309399
C01922,West,Mumbai,70.51159279580332,High Risk,"Service Tickets, High Usage",1,High Risk,38.60169012471117
C02696,East,Bangalore,57.465188496767446,High Risk,"Payment Delay, High Usage",0,High Risk,38.587885473443365
C03318,West,Noida,57.60811187126976,High Risk,High Usage,0,High Risk,38.58583092114671
C00332,West,Hyderabad,72.22529446739973,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,38.57758676119729
C01173,West,Kolkata,70.77885404201193,High Risk,"Service Tickets, High Usage, Low Tenure",0,High Risk,38.57673654105233
C00978,South,Noida,63.54623194623194,High Risk,"Payment Delay, Outages",0,High Risk,38.57401641641641
C02307,South,Gurgaon,58.83761806919701,High Risk,"Payment Delay, High Usage",1,High Risk,38.56437073012863
C03926,West,Patna,66.58162222372749,High Risk,Service Tickets,0,High Risk,38.54668182769235
C01701,East,Hyderabad,80.76038143406564,High Risk,"Service Tickets, Outages",1,High Risk,38.54415946472788
C02544,East,Gurgaon,76.39270699270699,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.54346864006864
C03033,West,Patna,66.5463644095223,High Risk,Outages,0,High Risk,38.53833588325167
C01572,West,Gurgaon,57.08877448877449,High Risk,Payment Delay,1,High Risk,38.48842553982554
C00733,East,Hyderabad,80.45193012561433,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,38.484533124101546
C00203,West,Delhi,59.49779252937148,High Risk,Payment Delay,0,High Risk,38.48322567078356
C04888,South,Chennai,55.30371273529168,High Risk,"Payment Delay, High Usage",1,High Risk,38.47171112766902
C03585,East,Hyderabad,63.10937554095449,High Risk,"Payment Delay, Outages, Low Tenure",1,High Risk,38.45677547773337
C01316,East,Chennai,62.6755070860334,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.412154655407285
C01829,East,Bangalore,81.2463787095366,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,38.40232118283697
C04138,East,Bangalore,60.93436293436294,High Risk,"Payment Delay, Outages",0,High Risk,38.401474903474906
C01180,East,Chennai,65.46227129385024,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,38.39968435804225
C04104,East,Bangalore,72.90552356868146,High Risk,"Service Tickets, Outages",0,High Risk,38.38763455335034
C04732,East,Patna,78.43161055792635,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,38.37727276750435
C00398,East,Bangalore,72.685840727946,High Risk,"Service Tickets, High Usage",0,High Risk,38.37508806249859
C02669,West,Gurgaon,73.97130062393221,High Risk,"Service Tickets, Outages",1,High Risk,38.36098265784581
C04894,South,Delhi,77.60192222297485,High Risk,"Payment Delay, Service Tickets, Outages, Low Tenure",0,High Risk,38.35274726305252
C02083,West,Pune,54.08062197535882,High Risk,"Outages, High Usage",1,High Risk,38.33993263940632
C04540,North,Delhi,73.0236446973289,High Risk,"Service Tickets, High Usage",0,High Risk,38.33566768723611
C01571,North,Delhi,65.54699963121016,High Risk,"Service Tickets, High Usage",1,High Risk,38.335091897912946
C04965,South,Bangalore,71.56048379206273,High Risk,"Payment Delay, Service Tickets, Low Tenure",1,High Risk,38.30969333845123
C02542,South,Pune,53.951551551551546,High Risk,Payment Delay,0,High Risk,38.301405005005
C01505,South,Bangalore,67.68863750969014,High Risk,"Payment Delay, Outages",0,High Risk,38.27937537688064
C04149,West,Mumbai,64.96125298230561,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.271898099603355
C03007,South,Mumbai,70.44264715843663,High Risk,"Service Tickets, Outages, High Usage, Low Tenure",0,High Risk,38.26635120233015
C03753,East,Gurgaon,75.57271858324489,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.262706950559576
C02598,South,Patna,75.82055890476943,High Risk,"Service Tickets, Outages",0,High Risk,38.26001582183687
C02268,North,Chennai,56.68721051878946,High Risk,"Payment Delay, High Usage, Low Tenure",1,High Risk,38.25130397766188
C00518,West,Bangalore,53.47607156028209,High Risk,"Outages, High Usage",0,High Risk,38.24229166911272
C03219,East,Mumbai,58.44088148298674,High Risk,Outages,0,High Risk,38.2281918806024
C01085,North,Gurgaon,76.61704110125162,High Risk,"Service Tickets, Outages",0,High Risk,38.21806069528175
C00971,South,Noida,78.88578653841812,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,38.19846256632572
C04392,North,Hyderabad,75.23569584622216,High Risk,"Payment Delay, Service Tickets",1,High Risk,38.19133775279039
C04972,North,Patna,56.79889061994325,High Risk,"Payment Delay, Outages",0,High Risk,38.1851780366833
C04864,North,Noida,78.29538711643973,High Risk,"Payment Delay, Service Tickets, Outages",1,High Risk,38.178922495427756
C02547,East,Delhi,57.82981327191854,High Risk,Outages,0,High Risk,38.17848428729481
C00836,West,Gurgaon,62.55607035607035,High Risk,"Payment Delay, Service Tickets",1,High Risk,38.17815967395967
C02724,East,Gurgaon,67.70682712787975,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.174847877953134
C04704,West,Mumbai,66.201144001144,High Risk,"Payment Delay, Service Tickets",1,High Risk,38.17102396682396
C03192,East,Noida,78.73261080629501,High Risk,"Service Tickets, Outages",0,High Risk,38.1583933843618
C03530,East,Delhi,74.71485771485771,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,38.15612626912627
C00248,North,Pune,64.1267282319914,High Risk,"Outages, High Usage",0,High Risk,38.14919706172337
C01988,South,Noida,70.98480585849006,High Risk,"Service Tickets, High Usage, Low Tenure",0,High Risk,38.14679401356243
C04743,North,Mumbai,71.51166053271315,High Risk,"Payment Delay, Service Tickets",0,High Risk,38.0990791377844
C02180,East,Mumbai,60.75961675961676,High Risk,"Payment Delay, Outages",0,High Risk,38.072256828256826
C04160,West,Bangalore,81.54717875770507,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,38.07144760550023
C01112,North,Delhi,64.4844227686333,High Risk,"Service Tickets, High Usage",1,High Risk,38.05504948407054
C02367,South,Noida,69.40080983238877,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,38.05432388328178
C00662,West,Patna,68.0499988710515,High Risk,"Payment Delay, Service Tickets",1,High Risk,38.0417530402583
C01855,East,Gurgaon,75.0359968991548,High Risk,"Service Tickets, High Usage",1,High Risk,38.03213654105233
C04130,West,Gurgaon,77.22567529935951,High Risk,"Service Tickets, Outages",1,High Risk,38.0035230854915
C04140,North,Bangalore,58.770039212144475,High Risk,"High Usage, Low Tenure",0,High Risk,37.9940748778854
C04336,West,Chennai,69.76668397721029,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,37.99165338270601
C00146,North,Mumbai,76.4232608548398,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.96924423220213
C04257,East,Delhi,62.56585156585156,High Risk,"Payment Delay, Outages",0,High Risk,37.95844744744745
C01852,East,Hyderabad,59.592273476483996,High Risk,"Outages, High Usage, Low Tenure",0,High Risk,37.9357789564
C01138,South,Chennai,70.573817426449,High Risk,"Service Tickets, Outages",0,High Risk,37.92150967057283
C02647,West,Noida,61.230845883477464,High Risk,Outages,0,High Risk,37.90902727389043
C03107,West,Chennai,63.147902790008054,High Risk,"Service Tickets, High Usage",0,High Risk,37.90197397698451
C03819,West,Hyderabad,59.184805858490066,High Risk,High Usage,0,High Risk,37.88556544213386
C04870,East,Pune,55.353785364311676,High Risk,Payment Delay,1,High Risk,37.88191315676578
C02216,East,Delhi,74.50260636576425,High Risk,"Service Tickets, Outages",0,High Risk,37.863319152234936
C01707,North,Noida,60.103858745964004,High Risk,None,0,High Risk,37.83167982569035
C00058,East,Hyderabad,73.73774526406105,High Risk,"Service Tickets, Outages, High Usage, Low Tenure",1,High Risk,37.83025200388358
C00354,East,Mumbai,62.347833547833545,High Risk,"Payment Delay, Low Tenure",0,High Risk,37.82962711282711
C03590,East,Patna,57.128180812391335,High Risk,High Usage,1,High Risk,37.82952335794441
C02011,East,Mumbai,80.26803194171615,High Risk,"Service Tickets, Outages",0,High Risk,37.82700902857745
C01866,West,Delhi,78.56204776204775,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,37.81798632918633
C01708,East,Hyderabad,67.71929372982004,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,37.8104562713089
C00447,South,Pune,50.829467061046,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,37.80232139507929
C04561,North,Kolkata,66.40647865911023,High Risk,"Service Tickets, High Usage",0,High Risk,37.79779106625422
C03175,South,Kolkata,56.37232420390315,High Risk,"Payment Delay, High Usage",0,High Risk,37.78614996650786
C04845,West,Hyderabad,74.1600156547525,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,37.77363022270391
C01498,South,Delhi,69.64975050238208,High Risk,"Service Tickets, High Usage",0,High Risk,37.76545046851363
C04497,South,Chennai,61.03848209111367,High Risk,High Usage,1,High Risk,37.75717725244041
C00253,South,Noida,67.03761204813836,High Risk,"Payment Delay, Outages",1,High Risk,37.73736789722052
C01002,East,Bangalore,61.94358418568945,High Risk,"Service Tickets, High Usage",0,High Risk,37.73718493079545
C04391,South,Hyderabad,58.87503593819383,High Risk,Outages,0,High Risk,37.73566155177734
C00615,North,Mumbai,67.12152754258017,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.71610728021254
C00953,East,Noida,70.73463237673764,High Risk,"Service Tickets, High Usage, Low Tenure",0,High Risk,37.696244533255054
C00619,East,Gurgaon,70.60890966154123,High Risk,Service Tickets,0,High Risk,37.68963485289801
C01765,North,Noida,67.24433305485937,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.68794441659704
C04180,East,Kolkata,75.78420224736013,High Risk,"Service Tickets, Outages",1,High Risk,37.6850100145258
C03428,West,Bangalore,71.97966989545937,High Risk,"Service Tickets, High Usage",0,High Risk,37.68377754295649
C04715,North,Mumbai,61.86140426140426,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.68001927641927
C04406,West,Pune,73.64067827225722,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,37.676224841382734
C04635,South,Noida,55.97347422610581,High Risk,"High Usage, Low Tenure",0,High Risk,37.66749105195421
C02937,North,Chennai,70.68298674614464,High Risk,"Service Tickets, Outages",0,High Risk,37.65323097834676
C02982,East,Pune,73.22627891048944,High Risk,"Service Tickets, High Usage",0,High Risk,37.64696422738528
C00361,North,Patna,73.84224525277158,High Risk,"Payment Delay, Service Tickets, Outages",1,High Risk,37.63546210571474
C01726,West,Pune,62.96663881927039,High Risk,"Service Tickets, High Usage",0,High Risk,37.62068927875244
C02980,East,Patna,47.70757976021134,High Risk,"High Usage, Low Tenure",0,High Risk,37.61091627717943
C02053,North,Delhi,57.05343689554216,High Risk,High Usage,1,High Risk,37.590713487924006
C01464,South,Patna,59.21647963753226,High Risk,Payment Delay,1,High Risk,37.583925098030356
C04118,South,Pune,70.83452776084354,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,37.5827310257626
C03210,West,Kolkata,57.749784370837,High Risk,Payment Delay,0,High Risk,37.579887832193094
C00223,North,Noida,69.71667456930615,High Risk,"Service Tickets, Outages",1,High Risk,37.56922395628712
C00548,North,Bangalore,46.86990750148645,High Risk,"Payment Delay, High Usage",0,High Risk,37.56829147944937
C00712,South,Bangalore,58.03730045835309,High Risk,"Payment Delay, High Usage",0,High Risk,37.55812129422655
C01288,West,Chennai,58.238730459783085,High Risk,"Payment Delay, Outages",0,High Risk,37.540279824185085
C01909,North,Kolkata,65.45109771425561,High Risk,Outages,0,High Risk,37.53981290312869
C04037,North,Delhi,67.22719411140464,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,37.537223400844454
C03815,West,Noida,63.67917391075285,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,37.53253703929493
C01565,South,Delhi,57.50791091843723,High Risk,Payment Delay,0,High Risk,37.530586372839
C00999,South,Delhi,73.84631548842076,High Risk,Service Tickets,0,High Risk,37.520291437301964
C03096,South,Delhi,76.36508237560868,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,37.51401411486675
C00710,South,Delhi,74.45219806272436,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.51120204565468
C00401,East,Patna,69.06016693385114,High Risk,"Service Tickets, High Usage",0,High Risk,37.506894256662676
C02110,North,Delhi,59.14495096600359,High Risk,Payment Delay,1,High Risk,37.498570858076114
C02227,North,Bangalore,56.69333995649785,High Risk,"Outages, High Usage",1,High Risk,37.48807359238938
C03083,West,Chennai,56.61231005441532,High Risk,"Outages, Low Tenure",1,High Risk,37.47664902345955
C04430,North,Bangalore,63.69797316113106,High Risk,Outages,1,High Risk,37.468367800883584
C01183,East,Kolkata,52.879754942912825,High Risk,"Outages, High Usage",1,High Risk,37.459524700640486
C02049,North,Gurgaon,61.76473616473616,High Risk,Payment Delay,1,High Risk,37.45567979407979
C04811,South,Mumbai,52.774189226820795,High Risk,High Usage,0,High Risk,37.44941317407633
C01232,West,Chennai,73.12662737925895,High Risk,Service Tickets,1,High Risk,37.448621039084195
C01715,South,Patna,71.13851595956858,High Risk,"Payment Delay, Service Tickets",1,High Risk,37.43647175897702
C03610,South,Patna,77.79156901262162,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,37.43467607758134
C03462,South,Pune,60.03301647512174,High Risk,"Service Tickets, High Usage",0,High Risk,37.433162822973344
C03385,East,Bangalore,76.01384241384241,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.42531285571285
C02013,East,Bangalore,78.34346075398707,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,37.420641141893775
C04955,South,Gurgaon,69.21779523884786,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.39131551702078
C04407,South,Chennai,63.902758397495234,High Risk,"Service Tickets, High Usage",0,High Risk,37.385376397450074
C01227,North,Chennai,64.57948926369978,High Risk,"Service Tickets, High Usage, Low Tenure",0,High Risk,37.383435412856464
C00620,South,Mumbai,67.33888173888174,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.37402957242957
C04350,South,Chennai,65.79464125779914,High Risk,"Service Tickets, High Usage",0,High Risk,37.36756442608021
C02383,North,Gurgaon,52.961468235152445,High Risk,"Outages, High Usage",1,High Risk,37.35347080463922
C04706,East,Mumbai,54.506924970082856,High Risk,Outages,1,High Risk,37.34490819842398
C02485,South,Kolkata,60.11449494607389,High Risk,Payment Delay,1,High Risk,37.343341300699194
C03863,South,Mumbai,70.80447665710824,High Risk,"Service Tickets, High Usage",0,High Risk,37.33910626716943
C01025,North,Bangalore,46.449621049621044,High Risk,"Payment Delay, High Usage",0,High Risk,37.333246703846704
C00076,South,Pune,61.70749094959622,High Risk,Outages,0,High Risk,37.3268887774993
C01254,West,Hyderabad,48.311263142842094,High Risk,"Payment Delay, High Usage",1,High Risk,37.321349308707205
C01655,North,Hyderabad,49.89384271489534,High Risk,Payment Delay,0,High Risk,37.316852997358254
C01953,East,Noida,59.46375096901412,High Risk,"Outages, High Usage",0,High Risk,37.31270911663543
C03773,North,Noida,76.09830431935694,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,37.3094950394003
C03157,West,Chennai,68.2736029262345,High Risk,Service Tickets,0,High Risk,37.30621589107905
C04453,West,Noida,64.86423566423566,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.30265145145145
C00374,East,Delhi,76.1660005870532,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,37.298103276208536
C04609,North,Delhi,66.47748650906546,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.289385973943865
C02068,West,Delhi,74.50370520896837,High Risk,"Service Tickets, Outages, High Usage, Low Tenure",1,High Risk,37.28283615796247
C03760,South,Noida,67.52462838778628,High Risk,"Service Tickets, High Usage",0,High Risk,37.272823370739154
C00827,South,Delhi,66.17818570450149,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,37.26376494539652
C01101,East,Bangalore,49.68165910271172,High Risk,"Payment Delay, High Usage",0,High Risk,37.25757775068301
C03539,South,Pune,70.90580655843813,High Risk,"Service Tickets, Outages",0,High Risk,37.224167700030854
C04928,East,Delhi,64.23348009663799,High Risk,"Service Tickets, High Usage",1,High Risk,37.22398095689674
C00050,West,Bangalore,45.35038798196693,High Risk,"Payment Delay, High Usage",1,High Risk,37.21235754551544
C03195,West,Hyderabad,78.95646323014743,High Risk,"Service Tickets, Outages",0,High Risk,37.209615949784364
C04756,East,Bangalore,67.15824847403795,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,37.20188447846343
C02067,South,Kolkata,50.37444060601955,High Risk,"Payment Delay, High Usage",1,High Risk,37.20123144798934
C02045,East,Pune,65.73099415204678,High Risk,"Payment Delay, Outages, Low Tenure",0,High Risk,37.19500417710944
C00168,East,Noida,78.536909842173,High Risk,"Service Tickets, Outages",0,High Risk,37.1890160807424
C02132,South,Mumbai,67.27338616812301,High Risk,"Service Tickets, High Usage",0,High Risk,37.175913906387585
C00762,South,Hyderabad,66.98262021419916,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,37.172451382209275
C01396,North,Mumbai,50.00144505407663,High Risk,High Usage,0,High Risk,37.171537040800196
C00692,West,Patna,74.48403591561487,High Risk,"Payment Delay, Service Tickets",0,High Risk,37.15548175543965
C00175,South,Delhi,54.403876056507634,High Risk,High Usage,0,High Risk,37.14558082744398
C02493,West,Noida,69.69262495578285,High Risk,"Service Tickets, High Usage",1,High Risk,37.14538004169583
C02695,South,Bangalore,61.20992571518886,High Risk,"Outages, High Usage",1,High Risk,37.14064147756778
C04305,East,Mumbai,51.250900524584736,High Risk,"Outages, High Usage, Low Tenure",0,High Risk,37.131648696817116
C03221,South,Delhi,73.13159475264737,High Risk,"Payment Delay, Service Tickets, Low Tenure",1,High Risk,37.13095818826345
C00206,West,Hyderabad,56.70909556172714,High Risk,"High Usage, Low Tenure",1,High Risk,37.119300890364045
C01177,West,Gurgaon,53.099759910286224,High Risk,Payment Delay,0,High Risk,37.10099418064681
C04926,West,Delhi,69.44002950318739,High Risk,"Service Tickets, Low Tenure",0,High Risk,37.08641959553538
C00370,West,Bangalore,63.06078710289237,High Risk,"Service Tickets, High Usage",0,High Risk,37.082786046196574
C04632,West,Chennai,58.170703033860924,High Risk,High Usage,0,High Risk,37.07123006314585
C00569,South,Pune,56.425277909488436,High Risk,"Outages, High Usage",0,High Risk,37.06505039927145
C03504,North,Mumbai,72.43304507515033,High Risk,Service Tickets,0,High Risk,37.056990565001094
C03974,North,Chennai,68.18990418990418,High Risk,"Payment Delay, Service Tickets",1,High Risk,37.04677849277849
C03499,West,Mumbai,57.97152039257301,High Risk,"Payment Delay, Low Tenure",0,High Risk,37.04431463041989
C03569,West,Delhi,68.64561554035238,High Risk,"Service Tickets, High Usage",1,High Risk,37.04040496887865
C03160,East,Patna,62.74629817787712,High Risk,Payment Delay,0,High Risk,37.037304721262615
C04725,North,Patna,62.64161605214237,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,37.021708923961555
C01006,East,Noida,69.26706857233172,High Risk,"Service Tickets, High Usage",0,High Risk,37.01069862042493
C04008,East,Patna,57.03614592035643,High Risk,"Outages, High Usage",1,High Risk,37.00276379838485
C00159,East,Gurgaon,52.22801448064605,High Risk,High Usage,0,High Risk,36.96753795600111
C03330,North,Noida,56.580157601210225,High Risk,"Payment Delay, High Usage, Low Tenure",1,High Risk,36.95923557994084
C01035,West,Gurgaon,67.62159302159301,High Risk,"Payment Delay, Service Tickets",1,High Risk,36.95868808808809
C02756,West,Delhi,72.54533179796339,High Risk,Service Tickets,1,High Risk,36.935478610941765
C04629,South,Delhi,76.96931517984149,High Risk,"Payment Delay, Service Tickets, Outages, Low Tenure",1,High Risk,36.93420564925828
C04450,West,Chennai,58.9203293519083,High Risk,Payment Delay,1,High Risk,36.91968638864428
C01265,North,Patna,67.22341288657077,High Risk,"Service Tickets, High Usage, Low Tenure",1,High Risk,36.9195586202744
C03992,West,Patna,54.1930908351961,High Risk,None,0,High Risk,36.9188063808169
C02084,South,Hyderabad,58.85375149585676,High Risk,High Usage,0,High Risk,36.90936150737203
C02292,South,Noida,66.22242543295174,High Risk,"Payment Delay, Outages",1,High Risk,36.89872259477522
C04849,North,Hyderabad,64.70075790075789,High Risk,"Payment Delay, Service Tickets",0,High Risk,36.88853516373516
C01751,East,Noida,62.31999518315307,High Risk,"Service Tickets, High Usage",0,High Risk,36.88518630510209
C00837,South,Delhi,75.07006555427608,High Risk,"Service Tickets, Outages",0,High Risk,36.877208700429755
C03253,North,Delhi,64.71567958936379,High Risk,"Service Tickets, High Usage",0,High Risk,36.85717010393852
C00602,East,Hyderabad,81.0767654872918,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,36.84851816177079
